Time,Month,ClimateRegionName,ClimateRegionIndex,NumSites,Precipitation,AirTemp,AvgTotalNPP_C,AvgHeteroRespiration,AvgSoilRespiration,avgNEE,Ndep,StreamN,SoilWaterContent,
2, 6, eco3, 3, 292243, 0.2, 20, 2.52, 32.62, 28.3, 30.11, 0, 0, 6.35, 
2, 6, eco4, 4, 482063, 0.2, 19.7, 2.78, 26.36, 15.1, 23.58, 0, 0, 3.98, 
2, 6, eco5, 5, 279971, 0.1, 18.9, 5.29, 29.46, 15.51, 24.17, 0, 0, 3.09, 
2, 6, eco6, 6, 936093, 0.1, 20.6, 0.3, 4.01, 3.76, 3.72, 0, 0, 2.54, 
2, 6, eco7, 7, 521671, 0.2, 18.5, 2.56, 10.28, 7.37, 7.72, 0, 0, 2.75, 
2, 6, eco8, 8, 580739, 0, 23.4, 0.22, 5.89, 5.68, 5.67, 0, 0, 3.03, 
2, 6, eco9, 9, 336263, 0.3, 19.3, 0.14, 2.49, 2.37, 2.35, 0, 0, 1.56, 
2, 6, eco10, 10, 254883, 0.3, 19.1, 5.14, 20.12, 10.38, 14.98, 0, 0, 2.88, 
3, 7, eco1, 1, 472775, 1.8, 24, 0.93, 6.92, 5.64, 5.99, 0, 0, 2.86, 
3, 7, eco2, 2, 369410, 1.4, 31.8, 0, 0.95, 0.85, 0.95, 0, 0, 0.13, 
3, 7, eco3, 3, 292243, 0.7, 25.5, 1.96, 20.14, 17.07, 18.18, 0, 0, 5.42, 
3, 7, eco4, 4, 482063, 1.8, 25.2, 2.68, 24.5, 13.7, 21.82, 0, 0, 3.71, 
3, 7, eco5, 5, 279971, 3.4, 23.2, 6.34, 42.91, 21.71, 36.58, 0, 0.01, 3.58, 
3, 7, eco6, 6, 936093, 1.6, 25.9, 0.27, 3.47, 3.25, 3.2, 0, 0, 2.51, 
3, 7, eco7, 7, 521671, 0.1, 22, 2.04, 6.41, 4.58, 4.37, 0, 0, 2.27, 
3, 7, eco8, 8, 580739, 0.4, 28.1, 0.16, 4.11, 3.97, 3.96, 0, 0, 2.6, 
3, 7, eco9, 9, 336263, 0.4, 23.6, 0, 2.11, 1.97, 2.11, 0, 0, 1.42, 
3, 7, eco10, 10, 254883, 0.5, 23.8, 4.31, 12.97, 6.57, 8.66, 0, 0, 2.54, 
3, 8, eco1, 1, 472775, 0.7, 22.8, 0.96, 5.54, 4.48, 4.58, 0, 0, 2.6, 
3, 8, eco2, 2, 369410, 1.6, 30.6, 0, 0.81, 0.71, 0.81, 0, 0, 0.33, 
3, 8, eco3, 3, 292243, 0.1, 24.1, 2.06, 14.95, 12.61, 12.89, 0, 0, 4.39, 
3, 8, eco4, 4, 482063, 0.9, 24.2, 2.6, 20.39, 11.36, 17.79, 0, 0, 3.29, 
3, 8, eco5, 5, 279971, 1.7, 21.8, 6.29, 38.3, 19.24, 32.02, 0, 0, 3.39, 
3, 8, eco6, 6, 936093, 1.1, 25.1, 0.27, 3.07, 2.88, 2.8, 0, 0, 2.48, 
3, 8, eco7, 7, 521671, 0, 22.2, 1.92, 5.14, 3.7, 3.22, 0, 0, 1.83, 
3, 8, eco8, 8, 580739, 0.7, 26.5, 0.19, 3.95, 3.82, 3.76, 0, 0, 2.38, 
3, 8, eco9, 9, 336263, 1.3, 22, 0.01, 2.4, 2.24, 2.39, 0, 0, 1.75, 
3, 8, eco10, 10, 254883, 0, 23.9, 3.86, 10.71, 5.39, 6.85, 0, 0, 2.06, 
3, 9, eco1, 1, 472775, 0.8, 18.7, 1.38, 6.44, 5.21, 5.06, 0, 0, 2.42, 
3, 9, eco2, 2, 369410, 0.2, 26.4, 0, 0.56, 0.48, 0.56, 0, 0, 0.36, 
3, 9, eco3, 3, 292243, 1, 19.2, 2.96, 20.19, 16.9, 17.23, 0, 0, 3.94, 
3, 9, eco4, 4, 482063, 0.2, 20.1, 3.08, 20.09, 11.29, 17.01, 0, 0, 2.74, 
3, 9, eco5, 5, 279971, 0.9, 17.7, 6.55, 41.66, 20.69, 35.11, 0, 0, 3.11, 
3, 9, eco6, 6, 936093, 0.2, 20.9, 0.34, 2.75, 2.58, 2.42, 0, 0, 2.06, 
3, 9, eco7, 7, 521671, 0.4, 20.2, 2.33, 5.76, 4.15, 3.43, 0, 0, 1.65, 
3, 9, eco8, 8, 580739, 1.6, 20.6, 0.36, 6.38, 6.15, 6.01, 0, 0, 2.62, 
3, 9, eco9, 9, 336263, 1.7, 16.8, 1.54, 3.64, 3.76, 2.1, 0, 0.01, 1.53, 
3, 9, eco10, 10, 254883, 0.2, 21.8, 4.45, 10.86, 5.53, 6.41, 0, 0, 1.72, 
3, 10, eco1, 1, 472775, 4.8, 14.5, 8.92, 25.6, 21.93, 16.68, 0.01, 0.11, 2.61, 
3, 10, eco2, 2, 369410, 3.8, 21.3, 0.03, 2.56, 2.23, 2.53, 0, 0.01, 0.95, 
3, 10, eco3, 3, 292243, 6.5, 15.4, 7.37, 44.61, 38.35, 37.24, 0.01, 0.06, 5.73, 
3, 10, eco4, 4, 482063, 4.2, 15.9, 8.21, 43.69, 26.5, 35.48, 0, 0.02, 3.62, 
3, 10, eco5, 5, 279971, 4.9, 13.3, 10.54, 99.31, 48.97, 88.77, 0.01, 0.04, 3.63, 
3, 10, eco6, 6, 936093, 3.3, 16.5, 2.38, 9.96, 9.72, 7.58, 0, 0.02, 2.6, 
3, 10, eco7, 7, 521671, 2.8, 18.2, 3.72, 17.33, 11.8, 13.62, 0, 0.03, 2.13, 
3, 10, eco8, 8, 580739, 5.2, 16.3, 1.79, 22.93, 22.42, 21.14, 0.01, 0.12, 3.09, 
3, 10, eco9, 9, 336263, 6.1, 12.8, 13.44, 13.98, 16.36, 0.54, 0.01, 0.19, 1.57, 
3, 10, eco10, 10, 254883, 2.5, 18.7, 6.17, 33.85, 15.75, 27.68, 0, 0.01, 2.16, 
3, 11, eco1, 1, 472775, 0.1, 11.8, 7.22, 8.13, 7.62, 0.91, 0, 0, 2.12, 
3, 11, eco2, 2, 369410, 0, 16.7, 0.88, 1.03, 1.06, 0.14, 0, 0, 0.76, 
3, 11, eco3, 3, 292243, 0.5, 12.5, 10.84, 27.22, 23.69, 16.38, 0, 0, 4.81, 
3, 11, eco4, 4, 482063, 0.2, 13, 11.77, 29.67, 19.03, 17.9, 0, 0, 3, 
3, 11, eco5, 5, 279971, 0.1, 10.7, 8.29, 58.91, 28.89, 50.61, 0, 0, 2.94, 
3, 11, eco6, 6, 936093, 0.2, 13.7, 4.48, 5.09, 5.64, 0.61, 0, 0, 2.16, 
3, 11, eco7, 7, 521671, 0.7, 16.9, 4.11, 12.96, 8.78, 8.85, 0, 0, 2.02, 
3, 11, eco8, 8, 580739, 0.1, 12.2, 3.46, 7.46, 7.8, 4, 0, 0, 2.52, 
3, 11, eco9, 9, 336263, 0.4, 10.2, 5.75, 3.11, 4.25, -2.64, 0, 0, 1.43, 
3, 11, eco10, 10, 254883, 0.3, 16.3, 5.62, 25.6, 12.09, 19.98, 0, 0, 1.86, 
3, 12, eco1, 1, 472775, 1.1, 9, 6.08, 11.46, 9.64, 5.38, 0, 0, 2.22, 
3, 12, eco2, 2, 369410, 0.1, 13, 3.79, 1.17, 1.89, -2.62, 0, 0, 0.64, 
3, 12, eco3, 3, 292243, 1.6, 9, 6.53, 23.7, 19.7, 17.17, 0, 0, 4.6, 
3, 12, eco4, 4, 482063, 0.6, 9.9, 9.73, 29.62, 18.48, 19.89, 0, 0, 2.71, 
3, 12, eco5, 5, 279971, 1, 8, 3.47, 66.7, 31, 63.23, 0, 0, 2.83, 
3, 12, eco6, 6, 936093, 0.2, 10.5, 5.32, 4.93, 5.67, -0.38, 0, 0, 1.82, 
3, 12, eco7, 7, 521671, 1.5, 14.1, 7.33, 21.62, 14.93, 14.28, 0, 0, 1.96, 
3, 12, eco8, 8, 580739, 0.7, 8.7, 2.15, 7.6, 7.59, 5.45, 0, 0, 2.38, 
3, 12, eco9, 9, 336263, 2.1, 7, 2.81, 5.43, 5.64, 2.62, 0, 0, 2.09, 
3, 12, eco10, 10, 254883, 0.3, 13.7, 4.66, 31.08, 14.13, 26.43, 0, 0, 1.64, 
3, 1, eco1, 1, 472775, 36, 6.3, 1.77, 8.33, 4.25, 6.56, 0.04, 0.76, 2.05, 
3, 1, eco2, 2, 369410, 8.7, 11.8, 11.07, 3.3, 5.33, -7.77, 0.01, 0.11, 2.07, 
3, 1, eco3, 3, 292243, 23.6, 7.3, 3, 10.64, 6.16, 7.64, 0.02, 0.51, 11.95, 
3, 1, eco4, 4, 482063, 21.5, 8.3, 6.42, 22.65, 8.62, 16.23, 0.02, 0.26, 6.47, 
3, 1, eco5, 5, 279971, 29.5, 5.3, 1.56, 48.64, 11.85, 47.08, 0.03, 0.2, 6.49, 
3, 1, eco6, 6, 936093, 13.3, 8.9, 5, 3.79, 4.06, -1.21, 0.01, 0.19, 4.78, 
3, 1, eco7, 7, 521671, 22.5, 13.6, 10.61, 24.41, 13.75, 13.8, 0.02, 0.73, 3.29, 
3, 1, eco8, 8, 580739, 12.7, 7.7, 1.51, 3.41, 3.12, 1.89, 0.01, 0.18, 5.83, 
3, 1, eco9, 9, 336263, 45.5, 4.9, 0.52, 2.56, 2.08, 2.04, 0.05, 0.73, -1.71, 
3, 1, eco10, 10, 254883, 14.8, 12.9, 6.13, 73.68, 26.53, 67.56, 0.02, 0.35, 3.9, 
3, 2, eco1, 1, 472775, 21.5, 6.7, 2.31, 8.57, 4.51, 6.26, 0.02, 0.42, 4.34, 
3, 2, eco2, 2, 369410, 8, 12.6, 10.56, 4.05, 5.89, -6.5, 0.01, 0.12, 2.25, 
3, 2, eco3, 3, 292243, 27.9, 7.4, 3.2, 10.8, 6.26, 7.59, 0.03, 0.88, 12.95, 
3, 2, eco4, 4, 482063, 17.4, 8.6, 7.36, 23.98, 9.76, 16.62, 0.02, 0.26, 7.39, 
3, 2, eco5, 5, 279971, 17.8, 4.9, 1.43, 48.21, 11.73, 46.78, 0.02, 0.34, 5.42, 
3, 2, eco6, 6, 936093, 12.5, 9.2, 5.63, 4.2, 4.6, -1.42, 0.01, 0.24, 5.49, 
3, 2, eco7, 7, 521671, 22, 14, 9.77, 26.81, 15.61, 17.03, 0.02, 0.73, 3.63, 
3, 2, eco8, 8, 580739, 17.2, 8.3, 2.06, 3.51, 3.32, 1.45, 0.02, 0.31, 7.34, 
3, 2, eco9, 9, 336263, 32.9, 4.7, 0.38, 2.45, 1.94, 2.07, 0.03, 0.42, 0.92, 
3, 2, eco10, 10, 254883, 15.6, 13.3, 6.04, 75.53, 26.93, 69.49, 0.02, 0.4, 3.92, 
3, 3, eco1, 1, 472775, 8, 9, 7.86, 18, 14.59, 10.14, 0.01, 0.23, 4.99, 
3, 3, eco2, 2, 369410, 0.8, 15.6, 2.56, 1.82, 2.07, -0.73, 0, 0, 2.01, 
3, 3, eco3, 3, 292243, 5.1, 10, 8.53, 20.38, 16.25, 11.85, 0.01, 0, 12.15, 
3, 3, eco4, 4, 482063, 6.3, 10.1, 11.87, 35.77, 21.08, 23.89, 0.01, 0.08, 7.42, 
3, 3, eco5, 5, 279971, 6.3, 7.3, 3.03, 70.28, 27.76, 67.24, 0.01, 0.16, 6.09, 
3, 3, eco6, 6, 936093, 3.4, 10.8, 7.6, 8.16, 9.04, 0.57, 0, 0.02, 4.97, 
3, 3, eco7, 7, 521671, 4.7, 14.8, 5.76, 24.56, 15.83, 18.8, 0.01, 0, 4.25, 
3, 3, eco8, 8, 580739, 2.9, 11, 3.95, 7.78, 8.07, 3.83, 0, 0, 6.7, 
3, 3, eco9, 9, 336263, 6.2, 7.4, 4.13, 6.57, 6.92, 2.43, 0.01, 0.04, 3.33, 
3, 3, eco10, 10, 254883, 5, 14.5, 5.43, 80.76, 37.05, 75.33, 0.01, 0.03, 3.92, 
3, 4, eco1, 1, 472775, 3.7, 11.5, 12.5, 17.13, 15.13, 4.63, 0, 0.04, 4.09, 
3, 4, eco2, 2, 369410, 0.5, 18.4, 0.36, 1.13, 0.96, 0.77, 0, 0, 1.84, 
3, 4, eco3, 3, 292243, 2.3, 11.4, 11.72, 23.92, 20.14, 12.21, 0, 0, 9.98, 
3, 4, eco4, 4, 482063, 3.9, 12.4, 15.9, 41.55, 26.55, 25.65, 0, 0.02, 6.11, 
3, 4, eco5, 5, 279971, 3.4, 9.9, 9.11, 90.02, 44.46, 80.91, 0, 0.02, 4.94, 
3, 4, eco6, 6, 936093, 1.2, 13, 6.17, 5.83, 6.57, -0.34, 0, 0, 4.27, 
3, 4, eco7, 7, 521671, 2.5, 15.5, 6.7, 22.59, 14.88, 15.89, 0, 0.01, 3.84, 
3, 4, eco8, 8, 580739, 1.5, 12.7, 3.96, 7.87, 8.16, 3.91, 0, 0, 5.62, 
3, 4, eco9, 9, 336263, 2.5, 9.5, 8.96, 5.22, 6.85, -3.74, 0, 0.01, 2.7, 
3, 4, eco10, 10, 254883, 2.8, 16, 6.75, 64.72, 30.83, 57.97, 0, 0.01, 3.5, 
3, 5, eco1, 1, 472775, 2.4, 15.4, 4.77, 10.24, 8.18, 5.48, 0, 0.01, 3.38, 
3, 5, eco2, 2, 369410, 0.1, 24.1, 0, 0.57, 0.46, 0.57, 0, 0, 1.5, 
3, 5, eco3, 3, 292243, 1.5, 16.2, 5.46, 27.44, 21.59, 21.98, 0, 0, 8.56, 
3, 5, eco4, 4, 482063, 1.1, 16.7, 5.35, 32.98, 19.68, 27.63, 0, 0, 5.26, 
3, 5, eco5, 5, 279971, 2, 14.9, 8.56, 71.03, 36.4, 62.47, 0, 0, 4.04, 
3, 5, eco6, 6, 936093, 0.6, 17.6, 1.03, 4.08, 3.71, 3.04, 0, 0, 3.69, 
3, 5, eco7, 7, 521671, 0.6, 18.2, 2.99, 12.58, 8.04, 9.59, 0, 0, 3.34, 
3, 5, eco8, 8, 580739, 1.1, 18.7, 0.54, 7.09, 6.6, 6.54, 0, 0, 5, 
3, 5, eco9, 9, 336263, 2.7, 15, 4.76, 3.62, 4.34, -1.15, 0, 0.01, 2.09, 
3, 5, eco10, 10, 254883, 0.5, 18.9, 5.25, 29.06, 14.3, 23.81, 0, 0, 3.04, 
3, 6, eco1, 1, 472775, 0.1, 17.2, 1.62, 4.78, 3.56, 3.16, 0, 0, 2.76, 
3, 6, eco2, 2, 369410, 0, 26.6, 0, 0.51, 0.41, 0.51, 0, 0, 1.2, 
3, 6, eco3, 3, 292243, 0, 18.6, 3.17, 21.49, 16.47, 18.32, 0, 0, 6.85, 
3, 6, eco4, 4, 482063, 0, 19.1, 3.32, 27.14, 15.73, 23.82, 0, 0, 4.21, 
3, 6, eco5, 5, 279971, 0, 17.2, 6.02, 36.2, 18.91, 30.18, 0, 0, 3.24, 
3, 6, eco6, 6, 936093, 0, 19.9, 0.4, 2.76, 2.41, 2.37, 0, 0, 2.95, 
3, 6, eco7, 7, 521671, 0, 18.7, 2.5, 9.06, 5.84, 6.55, 0, 0, 2.68, 
3, 6, eco8, 8, 580739, 0, 20.9, 0.3, 5.05, 4.65, 4.76, 0, 0, 4, 
3, 6, eco9, 9, 336263, 0, 17.2, 0.64, 1.31, 1.28, 0.67, 0, 0, 1.68, 
3, 6, eco10, 10, 254883, 0, 19.9, 4.5, 19.43, 9.57, 14.93, 0, 0, 2.44, 
4, 7, eco1, 1, 472775, 0.3, 24.1, 0.76, 3.83, 2.6, 3.07, 0, 0, 2.36, 
4, 7, eco2, 2, 369410, 0.2, 32.9, 0, 0.62, 0.5, 0.62, 0, 0, 1.04, 
4, 7, eco3, 3, 292243, 0, 26, 1.95, 14.48, 10.76, 12.52, 0, 0, 5.48, 
4, 7, eco4, 4, 482063, 0.4, 25.5, 2.26, 21.46, 11.79, 19.2, 0, 0, 3.54, 
4, 7, eco5, 5, 279971, 0.4, 23.7, 4.9, 30.91, 14.49, 26.02, 0, 0, 2.77, 
4, 7, eco6, 6, 936093, 1, 26.6, 0.25, 2.19, 1.91, 1.94, 0, 0, 2.77, 
4, 7, eco7, 7, 521671, 0, 23.1, 1.85, 6.12, 3.93, 4.27, 0, 0, 2.17, 
4, 7, eco8, 8, 580739, 0.1, 29, 0.14, 2.81, 2.58, 2.67, 0, 0, 3.23, 
4, 7, eco9, 9, 336263, 0.1, 24.9, 0, 1.23, 1.08, 1.23, 0, 0, 1.41, 
4, 7, eco10, 10, 254883, 0.1, 24.5, 3.31, 13.91, 6.29, 10.6, 0, 0, 2, 
4, 8, eco1, 1, 472775, 1.1, 23.3, 1.01, 4.31, 2.95, 3.3, 0, 0, 1.75, 
4, 8, eco2, 2, 369410, 0.4, 31.8, 0, 0.61, 0.49, 0.61, 0, 0, 1.04, 
4, 8, eco3, 3, 292243, 0.1, 25.1, 2.03, 11.42, 8.45, 9.39, 0, 0, 4.42, 
4, 8, eco4, 4, 482063, 0.7, 24.5, 2.65, 19.71, 10.89, 17.06, 0, 0, 3.17, 
4, 8, eco5, 5, 279971, 1.1, 22.4, 5.96, 33.65, 15.94, 27.69, 0, 0, 2.54, 
4, 8, eco6, 6, 936093, 0.5, 25.8, 0.26, 1.89, 1.65, 1.63, 0, 0, 2.43, 
4, 8, eco7, 7, 521671, 0.1, 23.3, 1.76, 5.23, 3.36, 3.47, 0, 0, 1.78, 
4, 8, eco8, 8, 580739, 0.2, 27.7, 0.16, 2.44, 2.24, 2.28, 0, 0, 2.68, 
4, 8, eco9, 9, 336263, 0.4, 23.2, 0, 1.15, 1, 1.15, 0, 0, 1.34, 
4, 8, eco10, 10, 254883, 0.6, 24.2, 3.95, 14.76, 6.71, 10.81, 0, 0, 1.89, 
4, 9, eco1, 1, 472775, 0.2, 18.8, 1.17, 3.65, 2.47, 2.48, 0, 0, 1.52, 
4, 9, eco2, 2, 369410, 1.4, 26.6, 0, 0.69, 0.55, 0.69, 0, -0.01, 0.33, 
4, 9, eco3, 3, 292243, 0.5, 20.1, 2.73, 13.68, 10.11, 10.95, 0, 0, 3.78, 
4, 9, eco4, 4, 482063, 0.7, 19.7, 3.66, 23.53, 13.18, 19.87, 0, 0, 2.76, 
4, 9, eco5, 5, 279971, 2.2, 17.3, 7.11, 64.29, 29.94, 57.18, 0, 0, 2.86, 
4, 9, eco6, 6, 936093, 0.8, 20.9, 0.39, 2.36, 2.06, 1.97, 0, 0, 2.27, 
4, 9, eco7, 7, 521671, 0.2, 21.9, 1.99, 5.2, 3.37, 3.21, 0, 0, 1.52, 
4, 9, eco8, 8, 580739, 0.6, 21.9, 0.3, 2.98, 2.74, 2.68, 0, 0, 2.41, 
4, 9, eco9, 9, 336263, 1, 18, 0.53, 1.48, 1.4, 0.95, 0, 0, 1.04, 
4, 9, eco10, 10, 254883, 0.3, 22.4, 4.36, 14.33, 6.6, 9.97, 0, 0, 1.58, 
4, 10, eco1, 1, 472775, 0.1, 17.5, 1.41, 3.16, 2.23, 1.75, 0, 0, 1.25, 
4, 10, eco2, 2, 369410, 0, 23.6, 0, 0.37, 0.28, 0.37, 0, 0, 0.26, 
4, 10, eco3, 3, 292243, 0.1, 18, 3.3, 11.79, 8.82, 8.5, 0, 0, 3.06, 
4, 10, eco4, 4, 482063, 0.1, 18.6, 3.55, 19.55, 11.03, 16.01, 0, 0, 2.27, 
4, 10, eco5, 5, 279971, 0, 15.9, 6.87, 41.93, 20.03, 35.06, 0, 0, 2.3, 
4, 10, eco6, 6, 936093, 0, 19.2, 0.46, 1.8, 1.59, 1.34, 0, 0, 1.81, 
4, 10, eco7, 7, 521671, 0, 21.5, 1.85, 4.41, 2.87, 2.57, 0, 0, 1.22, 
4, 10, eco8, 8, 580739, 0, 17.7, 0.59, 2.76, 2.58, 2.17, 0, 0, 1.93, 
4, 10, eco9, 9, 336263, 0.2, 16.1, 1.14, 0.99, 1.11, -0.15, 0, 0, 0.93, 
4, 10, eco10, 10, 254883, 0.1, 21.3, 4.29, 12.7, 5.91, 8.42, 0, 0, 1.31, 
4, 11, eco1, 1, 472775, 0.1, 13.9, 4.01, 3.78, 3.2, -0.23, 0, 0, 1.06, 
4, 11, eco2, 2, 369410, 0, 18.8, 0.14, 0.41, 0.34, 0.28, 0, 0, 0.23, 
4, 11, eco3, 3, 292243, 0.1, 14.1, 7.57, 13.72, 11.04, 6.15, 0, 0, 2.51, 
4, 11, eco4, 4, 482063, 0.1, 14.9, 6.6, 21.81, 12.94, 15.21, 0, 0, 1.85, 
4, 11, eco5, 5, 279971, 0.4, 13, 8.55, 57.91, 27.59, 49.37, 0, 0, 2.04, 
4, 11, eco6, 6, 936093, 0.3, 15.7, 1.93, 2.44, 2.46, 0.51, 0, 0, 1.59, 
4, 11, eco7, 7, 521671, 0.2, 17.9, 2.64, 5.25, 3.49, 2.61, 0, 0, 1.06, 
4, 11, eco8, 8, 580739, 0, 14, 2.12, 2.99, 3.11, 0.87, 0, 0, 1.55, 
4, 11, eco9, 9, 336263, 0.2, 12.5, 4.39, 1.12, 2.01, -3.27, 0, 0, 0.82, 
4, 11, eco10, 10, 254883, 0, 17.5, 5.09, 14.35, 6.77, 9.26, 0, 0, 1.07, 
4, 12, eco1, 1, 472775, 0, 10.9, 4.59, 3.84, 3.34, -0.75, 0, 0, 0.84, 
4, 12, eco2, 2, 369410, 0, 14.3, 2.31, 0.61, 1.01, -1.69, 0, 0, 0.19, 
4, 12, eco3, 3, 292243, 0, 10.5, 7.55, 13.82, 10.93, 6.27, 0, 0, 2.01, 
4, 12, eco4, 4, 482063, 0.1, 12.2, 7.81, 21.79, 13.16, 13.99, 0, 0, 1.53, 
4, 12, eco5, 5, 279971, 0, 9.7, 4.68, 58.95, 27.12, 54.27, 0, 0, 1.63, 
4, 12, eco6, 6, 936093, 0.1, 12.6, 4.23, 2.55, 3.09, -1.68, 0, 0, 1.32, 
4, 12, eco7, 7, 521671, 0.1, 16, 1.45, 4.77, 2.9, 3.32, 0, 0, 0.88, 
4, 12, eco8, 8, 580739, 0, 8.7, 1.79, 3.52, 3.47, 1.73, 0, 0, 1.25, 
4, 12, eco9, 9, 336263, 0, 8.6, 3.11, 1.22, 1.77, -1.89, 0, 0, 0.66, 
4, 12, eco10, 10, 254883, 0.2, 15, 3.94, 16.37, 7.26, 12.42, 0, 0, 0.93, 
4, 1, eco1, 1, 472775, 24.4, 5.4, 0.89, 8.79, 3.42, 7.9, 0.02, 0.41, 3.94, 
4, 1, eco2, 2, 369410, 9.2, 11.2, 10.53, 2.04, 3.77, -8.49, 0.01, 0.07, 2.26, 
4, 1, eco3, 3, 292243, 17, 6.4, 1.83, 10.51, 4.86, 8.68, 0.02, 0.23, 10.45, 
4, 1, eco4, 4, 482063, 22.1, 7.2, 3.58, 25.82, 8.24, 22.24, 0.02, 0.23, 6.7, 
4, 1, eco5, 5, 279971, 27.3, 4.2, 1.27, 60.43, 13.94, 59.16, 0.03, 0.13, 6.53, 
4, 1, eco6, 6, 936093, 15.7, 7.9, 3, 2.94, 2.55, -0.06, 0.02, 0.19, 5.08, 
4, 1, eco7, 7, 521671, 18, 12.5, 12.04, 26.22, 13.05, 14.17, 0.02, 0.37, 3.77, 
4, 1, eco8, 8, 580739, 10.7, 6.9, 0.9, 2.69, 2.13, 1.79, 0.01, 0.12, 5.32, 
4, 1, eco9, 9, 336263, 38.1, 4.4, 0.29, 2.13, 1.5, 1.84, 0.04, 0.49, -0.22, 
4, 1, eco10, 10, 254883, 15.2, 12.1, 6.1, 87.58, 25.78, 81.49, 0.02, 0.26, 4.18, 
4, 2, eco1, 1, 472775, 6.7, 8.1, 5.66, 15.85, 10.66, 10.19, 0.01, 0.16, 5.47, 
4, 2, eco2, 2, 369410, 4.5, 14.6, 6.92, 5.01, 5.63, -1.91, 0.01, 0.06, 2.23, 
4, 2, eco3, 3, 292243, 12.5, 8.8, 6.24, 12.65, 7.08, 6.41, 0.01, 0.32, 12.16, 
4, 2, eco4, 4, 482063, 17, 9.6, 10.25, 31.3, 12.53, 21.04, 0.02, 0.24, 7.35, 
4, 2, eco5, 5, 279971, 13, 7, 2.67, 72.88, 17.93, 70.21, 0.01, 0.29, 5.74, 
4, 2, eco6, 6, 936093, 11.1, 10.2, 7.1, 4.5, 4.94, -2.6, 0.01, 0.2, 5.63, 
4, 2, eco7, 7, 521671, 11.8, 13.6, 10.3, 34.69, 20.06, 24.39, 0.01, 0.33, 4.64, 
4, 2, eco8, 8, 580739, 7.5, 10.1, 3.67, 5.61, 5.56, 1.94, 0.01, 0.15, 6.08, 
4, 2, eco9, 9, 336263, 11.5, 6.8, 2.96, 4.14, 4.04, 1.18, 0.01, 0.16, 3.63, 
4, 2, eco10, 10, 254883, 13.5, 13.7, 5.86, 105.13, 37.23, 99.27, 0.01, 0.32, 4.16, 
4, 3, eco1, 1, 472775, 2.2, 12.5, 10.65, 16.46, 12.74, 5.81, 0, 0.01, 4.03, 
4, 3, eco2, 2, 369410, 0, 18.9, 0.24, 1.19, 0.9, 0.95, 0, 0, 1.73, 
4, 3, eco3, 3, 292243, 0.8, 12.8, 9.11, 23.05, 17.01, 13.95, 0, 0, 9.49, 
4, 3, eco4, 4, 482063, 1.2, 13.4, 9.51, 40.9, 23.57, 31.39, 0, 0, 5.99, 
4, 3, eco5, 5, 279971, 0.8, 11.1, 7, 118.2, 55.57, 111.2, 0, 0, 5.13, 
4, 3, eco6, 6, 936093, 0.2, 14, 3.88, 4.26, 4.34, 0.37, 0, 0, 4.3, 
4, 3, eco7, 7, 521671, 0.6, 16.6, 2.08, 21.77, 12.22, 19.69, 0, 0, 3.72, 
4, 3, eco8, 8, 580739, 0.6, 13.3, 3.1, 5.94, 5.91, 2.84, 0, 0, 4.92, 
4, 3, eco9, 9, 336263, 1.5, 10.8, 9.58, 3.41, 5.18, -6.17, 0, 0, 2.93, 
4, 3, eco10, 10, 254883, 0.6, 16.7, 3.55, 62.86, 29.24, 59.31, 0, 0, 3.38, 
4, 4, eco1, 1, 472775, 0.1, 13.3, 5.96, 7.85, 6.08, 1.9, 0, 0, 3.22, 
4, 4, eco2, 2, 369410, 0, 21.4, 0.01, 0.65, 0.46, 0.64, 0, 0, 1.39, 
4, 4, eco3, 3, 292243, 0.3, 14, 8.94, 23.71, 17.77, 14.77, 0, 0, 7.71, 
4, 4, eco4, 4, 482063, 0.1, 14.8, 7.69, 34.93, 20.77, 27.24, 0, 0, 4.79, 
4, 4, eco5, 5, 279971, 0.1, 12.9, 8.12, 81.73, 40.92, 73.61, 0, 0, 3.98, 
4, 4, eco6, 6, 936093, 0, 15.5, 2.3, 3.38, 3.19, 1.08, 0, 0, 3.44, 
4, 4, eco7, 7, 521671, 0.2, 17.6, 2.96, 16.17, 9.48, 13.21, 0, 0, 3.08, 
4, 4, eco8, 8, 580739, 0.1, 15.2, 1.89, 4.71, 4.45, 2.82, 0, 0, 4.01, 
4, 4, eco9, 9, 336263, 0.3, 12.2, 6.69, 2, 3.24, -4.68, 0, 0, 2.47, 
4, 4, eco10, 10, 254883, 0, 17.8, 4.66, 42.66, 20.24, 38.01, 0, 0, 2.7, 
4, 5, eco1, 1, 472775, 1.6, 14.7, 5.51, 9, 6.68, 3.5, 0, 0, 3.08, 
4, 5, eco2, 2, 369410, 0.3, 23.5, 0, 0.48, 0.34, 0.48, 0, 0, 1.27, 
4, 5, eco3, 3, 292243, 0.5, 16.2, 5.29, 21.91, 15.66, 16.62, 0, 0, 6.43, 
4, 5, eco4, 4, 482063, 4.2, 16.1, 7.5, 51.68, 29.88, 44.17, 0, 0.01, 4.82, 
4, 5, eco5, 5, 279971, 1.5, 14.4, 8.64, 81.13, 40.88, 72.49, 0, 0, 3.9, 
4, 5, eco6, 6, 936093, 2.7, 17.1, 1.57, 4.77, 4.18, 3.2, 0, 0, 3.52, 
